epoch,accuracy,learning_rate,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
12,0.9849191308021545,0.0001500000071246177,0.04641634225845337,0.9866901636123657,0.9832838773727417,0.9689847230911255,0.09811528772115707,0.9715120792388916,0.9668039679527283
13,0.9855247735977173,0.0001500000071246177,0.040800321847200394,0.9865857362747192,0.9844346046447754,0.9433002471923828,0.2138996720314026,0.945662796497345,0.9403925538063049
14,0.9862515926361084,0.0001500000071246177,0.04011727124452591,0.9873786568641663,0.9855247735977173,0.9748001098632812,0.08231377601623535,0.9749939441680908,0.973103940486908
15,0.9860092997550964,0.0001500000071246177,0.03922406584024429,0.9867111444473267,0.9848585724830627,0.8938696384429932,0.7090046405792236,0.8972920179367065,0.8912042379379272
16,0.9875840544700623,0.0001500000071246177,0.03392310068011284,0.9882909655570984,0.986615002155304,0.9706808924674988,0.11778637021780014,0.9713731408119202,0.9701962471008301
17,0.9889770746231079,0.0001500000071246177,0.030251558870077133,0.9900509715080261,0.9884319305419922,0.9762539267539978,0.07863164693117142,0.976930558681488,0.9748001098632812
18,0.9904305934906006,0.0001500000071246177,0.02808568812906742,0.9911461472511292,0.9898855090141296,0.9343348741531372,0.26256734132766724,0.9376218318939209,0.932396411895752
19,0.9895221590995789,0.0001500000071246177,0.03005824238061905,0.990295946598053,0.9889164566993713,0.8878119587898254,0.472921758890152,0.8935649394989014,0.8849042654037476
20,0.990551769733429,0.0001500000071246177,0.02636868506669998,0.9911477565765381,0.9900672435760498,0.9525078535079956,0.23079946637153625,0.9529011845588684,0.951054036617279
21,0.9913996458053589,0.0001500000071246177,0.02306130900979042,0.9918773174285889,0.9910362958908081,0.9609886407852173,0.17005279660224915,0.962135910987854,0.9605039954185486
22,0.9930349588394165,0.0001500000071246177,0.02014518529176712,0.9932137727737427,0.9927926659584045,0.9694693684577942,0.11715494096279144,0.9703955054283142,0.9689847230911255
23,0.9961843490600586,7.500000356230885e-05,0.011928845196962357,0.9965452551841736,0.995820939540863,0.9299733638763428,0.42222800850868225,0.9332521557807922,0.9282771944999695
24,0.9970322847366333,7.500000356230885e-05,0.009438522160053253,0.9972133040428162,0.9969717264175415,0.9837654232978821,0.060576166957616806,0.9849551320075989,0.9835231304168701
25,0.9957603812217712,7.500000356230885e-05,0.01124287024140358,0.9959399104118347,0.9953970313072205,0.980857789516449,0.07300935685634613,0.980857789516449,0.980857789516449
26,0.9968506097793579,7.500000356230885e-05,0.00958023127168417,0.996910035610199,0.9965477585792542,0.9571117162704468,0.1977727711200714,0.9584749937057495,0.9563847780227661
27,0.9965477585792542,7.500000356230885e-05,0.010229803621768951,0.9967892169952393,0.9965477585792542,0.9857038855552673,0.057497289031744,0.9866569638252258,0.9854615926742554
28,0.9976984858512878,7.500000356230885e-05,0.0068737962283194065,0.997879683971405,0.997637927532196,0.9462078809738159,0.2663986384868622,0.9481877684593201,0.9445117712020874
29,0.9974562525749207,7.500000356230885e-05,0.007848506793379784,0.9975767731666565,0.9973351359367371,0.9876423478126526,0.04714060574769974,0.9881212115287781,0.9876423478126526
30,0.9969717264175415,7.500000356230885e-05,0.00930519588291645,0.9970312118530273,0.9966688752174377,0.9626847505569458,0.1877720057964325,0.9638525247573853,0.9626847505569458
31,0.9972139596939087,7.500000356230885e-05,0.009374002926051617,0.9973952174186707,0.9972139596939087,0.9827961921691895,0.061128005385398865,0.9835111498832703,0.9827961921691895
32,0.996608316898346,7.500000356230885e-05,0.00866253487765789,0.9966081380844116,0.9965477585792542,0.9706808924674988,0.12771843373775482,0.9716019630432129,0.9699539542198181
33,0.9978196620941162,7.500000356230885e-05,0.006273959763348103,0.9979401230812073,0.997637927532196,0.9801308512687683,0.0856536477804184,0.9803683757781982,0.9801308512687683
34,0.998425304889679,7.500000356230885e-05,0.005355879198759794,0.9984855651855469,0.9983041882514954,0.9890962243080139,0.038230106234550476,0.9893307685852051,0.9886115789413452
35,0.9972745180130005,7.500000356230885e-05,0.00824811402708292,0.9973344802856445,0.9970928430557251,0.9881269931793213,0.05015820264816284,0.9893152117729187,0.9871577620506287
36,0.9974562525749207,7.500000356230885e-05,0.007700066082179546,0.9975165128707886,0.9973956942558289,0.8492851853370667,1.1547523736953735,0.85400390625,0.8475890755653381
37,0.9991520643234253,7.500000356230885e-05,0.003685583360493183,0.9991520643234253,0.9991520643234253,0.9692270159721375,0.14517049491405487,0.9706096649169922,0.9682577848434448
38,0.9975773692131042,7.500000356230885e-05,0.008185191079974174,0.9975773692131042,0.9975773692131042,0.9886115789413452,0.04917179420590401,0.9888511896133423,0.9886115789413452
39,0.9975168108940125,7.500000356230885e-05,0.007461539003998041,0.9976979494094849,0.9974562525749207,0.9789193272590637,0.09887906908988953,0.9791514873504639,0.9786770343780518
40,0.9987887144088745,3.7500001781154424e-05,0.003917149733752012,0.9987887144088745,0.9987887144088745,0.9854615926742554,0.06612854450941086,0.9857004284858704,0.9854615926742554
41,0.9991520643234253,3.7500001781154424e-05,0.003084286116063595,0.9992731213569641,0.9991520643234253,0.9883692860603333,0.05113019794225693,0.9890829920768738,0.9878846406936646
42,0.9992126226425171,3.7500001781154424e-05,0.0028856995049864054,0.9992126226425171,0.9992126226425171,0.9910346269607544,0.03645576909184456,0.9917515516281128,0.9905500411987305
43,0.9990915060043335,3.7500001781154424e-05,0.0027881362475454807,0.9990915060043335,0.9990915060043335,0.9786770343780518,0.10700881481170654,0.9789090752601624,0.978434681892395
